well_id,well_name,location,decline_type,complication_type,month_index,date,oil_rate,gas_rate,water_rate,event_note
3,WELL-03,Escravos,exponential,none,12,2024-12-01,322.1,441.5,98.7,
3,WELL-03,Escravos,exponential,none,13,2025-01-01,321.6,410.9,104.1,
3,WELL-03,Escravos,exponential,none,14,2025-02-01,337.5,456.7,115.2,
3,WELL-03,Escravos,exponential,none,15,2025-03-01,307.5,373.0,110.6,
3,WELL-03,Escravos,exponential,none,16,2025-04-01,301.1,432.0,113.9,
3,WELL-03,Escravos,exponential,none,17,2025-05-01,316.8,422.1,126.0,
3,WELL-03,Escravos,exponential,none,18,2025-06-01,300.2,429.6,125.3,
3,WELL-03,Escravos,exponential,none,19,2025-07-01,277.5,392.0,121.5,
3,WELL-03,Escravos,exponential,none,20,2025-08-01,275.9,432.7,126.6,
3,WELL-03,Escravos,exponential,none,21,2025-09-01,281.1,453.9,135.1,
3,WELL-03,Escravos,exponential,none,22,2025-10-01,267.6,374.2,134.5,
3,WELL-03,Escravos,exponential,none,23,2025-11-01,261.4,351.7,137.4,
3,WELL-03,Escravos,exponential,none,24,2025-12-01,267.9,382.0,147.1,
4,WELL-04,Bomu,hyperbolic,none,1,2024-01-01,880.8,1049.2,66.0,
4,WELL-04,Bomu,hyperbolic,none,2,2024-02-01,844.3,1071.3,73.1,
4,WELL-04,Bomu,hyperbolic,none,3,2024-03-01,718.2,862.8,70.8,
4,WELL-04,Bomu,hyperbolic,none,4,2024-04-01,719.0,958.3,79.6,
4,WELL-04,Bomu,hyperbolic,none,5,2024-05-01,679.5,1037.5,83.7,
4,WELL-04,Bomu,hyperbolic,none,6,2024-06-01,658.9,892.9,89.6,
4,WELL-04,Bomu,hyperbolic,none,7,2024-07-01,581.8,678.7,86.7,
4,WELL-04,Bomu,hyperbolic,none,8,2024-08-01,560.0,529.3,90.9,
4,WELL-04,Bomu,hyperbolic,none,9,2024-09-01,575.0,576.6,101.2,
4,WELL-04,Bomu,hyperbolic,none,10,2024-10-01,490.6,495.7,93.2,
4,WELL-04,Bomu,hyperbolic,none,11,2024-11-01,464.7,517.2,95.0,
4,WELL-04,Bomu,hyperbolic,none,12,2024-12-01,478.7,532.2,104.9,
4,WELL-04,Bomu,hyperbolic,none,13,2025-01-01,416.7,438.2,97.6,
4,WELL-04,Bomu,hyperbolic,none,14,2025-02-01,448.7,645.2,112.0,
4,WELL-04,Bomu,hyperbolic,none,15,2025-03-01,359.6,508.4,95.4,
4,WELL-04,Bomu,hyperbolic,none,16,2025-04-01,367.6,364.1,103.5,
4,WELL-04,Bomu,hyperbolic,none,17,2025-05-01,353.2,458.5,105.3,Decline shape shifted: hyperbolic to exponential
4,WELL-04,Bomu,hyperbolic,none,18,2025-06-01,329.8,383.0,104.0,
4,WELL-04,Bomu,hyperbolic,none,19,2025-07-01,345.6,488.4,115.0,
4,WELL-04,Bomu,hyperbolic,none,20,2025-08-01,316.4,470.5,111.0,
4,WELL-04,Bomu,hyperbolic,none,21,2025-09-01,282.7,347.9,104.4,
4,WELL-04,Bomu,hyperbolic,none,22,2025-10-01,287.9,360.7,111.8,
4,WELL-04,Bomu,hyperbolic,none,23,2025-11-01,244.2,276.3,99.6,
4,WELL-04,Bomu,hyperbolic,none,24,2025-12-01,249.3,331.4,106.7,
5,WELL-05,Oloibiri,harmonic,none,1,2024-01-01,580.7,659.0,81.8,
5,WELL-05,Oloibiri,harmonic,none,2,2024-02-01,585.7,695.4,90.2,
5,WELL-05,Oloibiri,harmonic,none,3,2024-03-01,533.1,624.7,89.3,
5,WELL-05,Oloibiri,harmonic,none,4,2024-04-01,519.3,588.8,94.2,
5,WELL-05,Oloibiri,harmonic,none,5,2024-05-01,485.7,630.5,94.9,
5,WELL-05,Oloibiri,harmonic,none,6,2024-06-01,477.4,669.1,100.2,
5,WELL-05,Oloibiri,harmonic,none,7,2024-07-01,454.9,505.3,102.2,
5,WELL-05,Oloibiri,harmonic,none,8,2024-08-01,438.0,467.1,105.1,
5,WELL-05,Oloibiri,harmonic,none,9,2024-09-01,450.7,659.2,115.2,
5,WELL-05,Oloibiri,harmonic,none,10,2024-10-01,434.4,499.2,117.9,
5,WELL-05,Oloibiri,harmonic,none,11,2024-11-01,417.0,545.9,120.0,
5,WELL-05,Oloibiri,harmonic,none,12,2024-12-01,395.8,467.6,120.6,
5,WELL-05,Oloibiri,harmonic,none,13,2025-01-01,374.6,569.8,120.6,
5,WELL-05,Oloibiri,harmonic,none,14,2025-02-01,371.0,535.5,126.0,
5,WELL-05,Oloibiri,harmonic,none,15,2025-03-01,358.2,526.3,128.2,
5,WELL-05,Oloibiri,harmonic,none,16,2025-04-01,373.2,445.5,140.5,
5,WELL-05,Oloibiri,harmonic,none,17,2025-05-01,342.3,377.6,135.4,
5,WELL-05,Oloibiri,harmonic,none,18,2025-06-01,341.4,512.4,141.8,
5,WELL-05,Oloibiri,harmonic,none,19,2025-07-01,354.0,478.9,154.3,
5,WELL-05,Oloibiri,harmonic,none,20,2025-08-01,308.1,406.0,140.7,
5,WELL-05,Oloibiri,harmonic,none,21,2025-09-01,323.3,491.5,154.6,
5,WELL-05,Oloibiri,harmonic,none,22,2025-10-01,306.4,329.5,153.3,
5,WELL-05,Oloibiri,harmonic,none,23,2025-11-01,274.7,461.6,143.7,
5,WELL-05,Oloibiri,harmonic,none,24,2025-12-01,283.6,331.2,155.1,
6,WELL-06,Nembe,exponential,none,1,2024-01-01,1287.9,1229.3,203.0,
6,WELL-06,Nembe,exponential,none,2,2024-02-01,1244.8,1576.1,213.1,
6,WELL-06,Nembe,exponential,none,3,2024-03-01,1182.3,1150.5,218.8,
6,WELL-06,Nembe,exponential,none,4,2024-04-01,1199.1,1556.9,238.9,
6,WELL-06,Nembe,exponential,none,5,2024-05-01,1059.0,1332.0,226.4,
6,WELL-06,Nembe,exponential,none,6,2024-06-01,952.6,1375.0,217.9,
6,WELL-06,Nembe,exponential,none,7,2024-07-01,985.8,906.3,240.6,
6,WELL-06,Nembe,exponential,none,8,2024-08-01,912.8,931.9,237.0,
6,WELL-06,Nembe,exponential,none,9,2024-09-01,904.2,1132.3,249.3,
6,WELL-06,Nembe,exponential,none,10,2024-10-01,865.9,1004.5,253.0,
6,WELL-06,Nembe,exponential,none,11,2024-11-01,830.0,893.3,256.6,
6,WELL-06,Nembe,exponential,none,12,2024-12-01,726.2,1107.0,237.1,Decline shape shifted: exponential to hyperbolic
6,WELL-06,Nembe,exponential,none,13,2025-01-01,686.5,960.3,236.4,
6,WELL-06,Nembe,exponential,none,14,2025-02-01,705.6,967.0,255.9,
6,WELL-06,Nembe,exponential,none,15,2025-03-01,665.3,834.1,253.8,
6,WELL-06,Nembe,exponential,none,16,2025-04-01,578.4,807.9,231.9,
6,WELL-06,Nembe,exponential,none,17,2025-05-01,533.3,657.0,224.4,
6,WELL-06,Nembe,exponential,none,18,2025-06-01,546.5,546.1,241.1,
6,WELL-06,Nembe,exponential,none,19,2025-07-01,506.5,675.0,234.2,
6,WELL-06,Nembe,exponential,none,20,2025-08-01,487.3,591.7,235.8,
6,WELL-06,Nembe,exponential,none,21,2025-09-01,430.6,724.1,218.1,
6,WELL-06,Nembe,exponential,none,22,2025-10-01,433.1,637.7,229.3,
6,WELL-06,Nembe,exponential,none,23,2025-11-01,386.9,654.5,214.0,
6,WELL-06,Nembe,exponential,none,24,2025-12-01,402.1,549.7,232.3,
7,WELL-07,Okan,hyperbolic,none,1,2024-01-01,724.6,909.3,81.8,
7,WELL-07,Okan,hyperbolic,none,2,2024-02-01,680.2,839.8,85.3,
7,WELL-07,Okan,hyperbolic,none,3,2024-03-01,628.3,566.6,86.9,
7,WELL-07,Okan,hyperbolic,none,4,2024-04-01,599.0,633.5,90.7,
7,WELL-07,Okan,hyperbolic,none,5,2024-05-01,582.9,687.7,96.1,
7,WELL-07,Okan,hyperbolic,none,6,2024-06-01,532.2,601.7,95.0,
7,WELL-07,Okan,hyperbolic,none,7,2024-07-01,496.1,709.7,95.5,
7,WELL-07,Okan,hyperbolic,none,8,2024-08-01,503.1,739.2,104.1,
7,WELL-07,Okan,hyperbolic,none,9,2024-09-01,420.1,411.8,93.2,
7,WELL-07,Okan,hyperbolic,none,10,2024-10-01,423.9,588.6,100.4,
7,WELL-07,Okan,hyperbolic,none,11,2024-11-01,383.4,378.9,96.7,
7,WELL-07,Okan,hyperbolic,none,12,2024-12-01,384.4,415.0,103.1,
7,WELL-07,Okan,hyperbolic,none,13,2025-01-01,361.2,421.3,102.8,
7,WELL-07,Okan,hyperbolic,none,14,2025-02-01,350.2,424.2,105.5,
7,WELL-07,Okan,hyperbolic,none,15,2025-03-01,325.4,486.8,103.6,
7,WELL-07,Okan,hyperbolic,none,16,2025-04-01,276.8,346.9,93.0,
7,WELL-07,Okan,hyperbolic,none,17,2025-05-01,281.9,347.0,99.8,
7,WELL-07,Okan,hyperbolic,none,18,2025-06-01,253.9,288.1,94.6,
7,WELL-07,Okan,hyperbolic,none,19,2025-07-01,243.5,308.2,95.4,
7,WELL-07,Okan,hyperbolic,none,20,2025-08-01,241.8,354.7,99.5,
7,WELL-07,Okan,hyperbolic,none,21,2025-09-01,226.7,245.3,97.8,
7,WELL-07,Okan,hyperbolic,none,22,2025-10-01,215.3,244.8,97.4,
7,WELL-07,Okan,hyperbolic,none,23,2025-11-01,197.7,251.8,93.7,
7,WELL-07,Okan,hyperbolic,none,24,2025-12-01,215.8,245.5,107.0,
8,WELL-08,Ughelli,hyperbolic,none,1,2024-01-01,1012.8,1291.8,164.8,
8,WELL-08,Ughelli,hyperbolic,none,2,2024-02-01,1022.2,1211.7,180.3,
8,WELL-08,Ughelli,hyperbolic,none,3,2024-03-01,919.4,964.0,175.0,
8,WELL-08,Ughelli,hyperbolic,none,4,2024-04-01,978.6,1049.6,200.4,
8,WELL-08,Ughelli,hyperbolic,none,5,2024-05-01,907.5,860.7,199.1,
8,WELL-08,Ughelli,hyperbolic,none,6,2024-06-01,839.9,1064.8,196.9,
8,WELL-08,Ughelli,hyperbolic,none,7,2024-07-01,871.3,928.2,217.7,
8,WELL-08,Ughelli,hyperbolic,none,8,2024-08-01,787.0,743.3,209.1,
8,WELL-08,Ughelli,hyperbolic,none,9,2024-09-01,688.5,633.0,194.1,
8,WELL-08,Ughelli,hyperbolic,none,10,2024-10-01,651.4,714.6,194.5,
8,WELL-08,Ughelli,hyperbolic,none,11,2024-11-01,696.5,981.3,219.9,
8,WELL-08,Ughelli,hyperbolic,none,12,2024-12-01,604.5,754.7,201.4,
8,WELL-08,Ughelli,hyperbolic,none,13,2025-01-01,638.6,794.9,224.3,
8,WELL-08,Ughelli,hyperbolic,none,14,2025-02-01,569.9,656.3,210.7,
8,WELL-08,Ughelli,hyperbolic,none,15,2025-03-01,560.7,736.3,218.0,Decline shape shifted: hyperbolic to exponential
8,WELL-08,Ughelli,hyperbolic,none,16,2025-04-01,525.3,610.1,214.5,
8,WELL-08,Ughelli,hyperbolic,none,17,2025-05-01,495.9,551.7,212.5,
8,WELL-08,Ughelli,hyperbolic,none,18,2025-06-01,477.8,690.3,214.6,
8,WELL-08,Ughelli,hyperbolic,none,19,2025-07-01,480.5,583.1,226.0,
8,WELL-08,Ughelli,hyperbolic,none,20,2025-08-01,472.6,703.8,232.7,
8,WELL-08,Ughelli,hyperbolic,none,21,2025-09-01,441.2,536.5,227.2,
8,WELL-08,Ughelli,hyperbolic,none,22,2025-10-01,447.5,619.3,240.9,
8,WELL-08,Ughelli,hyperbolic,none,23,2025-11-01,396.9,605.7,223.2,
8,WELL-08,Ughelli,hyperbolic,none,24,2025-12-01,403.4,508.5,236.9,
9,WELL-09,Afam,exponential,none,1,2024-01-01,496.4,564.8,61.8,
9,WELL-09,Afam,exponential,none,2,2024-02-01,504.2,453.6,69.3,
9,WELL-09,Afam,exponential,none,3,2024-03-01,531.3,463.3,79.9,
9,WELL-09,Afam,exponential,none,4,2024-04-01,448.9,423.7,73.5,
9,WELL-09,Afam,exponential,none,5,2024-05-01,441.2,563.8,78.3,
9,WELL-09,Afam,exponential,none,6,2024-06-01,448.9,555.3,86.0,
9,WELL-09,Afam,exponential,none,7,2024-07-01,397.2,512.6,81.8,
9,WELL-09,Afam,exponential,none,8,2024-08-01,421.8,563.4,93.1,
9,WELL-09,Afam,exponential,none,9,2024-09-01,412.1,599.4,97.1,
9,WELL-09,Afam,exponential,none,10,2024-10-01,398.3,420.8,100.1,
9,WELL-09,Afam,exponential,none,11,2024-11-01,377.3,505.2,100.8,
9,WELL-09,Afam,exponential,none,12,2024-12-01,375.9,484.9,106.5,
9,WELL-09,Afam,exponential,none,13,2025-01-01,357.4,518.9,107.2,
9,WELL-09,Afam,exponential,none,14,2025-02-01,322.7,379.1,102.3,
9,WELL-09,Afam,exponential,none,15,2025-03-01,356.0,431.8,119.2,
9,WELL-09,Afam,exponential,none,16,2025-04-01,336.6,406.8,118.7,
9,WELL-09,Afam,exponential,none,17,2025-05-01,334.6,452.2,124.2,
9,WELL-09,Afam,exponential,none,18,2025-06-01,295.6,352.4,115.4,
9,WELL-09,Afam,exponential,none,19,2025-07-01,311.7,438.7,127.8,
9,WELL-09,Afam,exponential,none,20,2025-08-01,299.2,349.2,128.7,
9,WELL-09,Afam,exponential,none,21,2025-09-01,276.2,383.9,124.5,
9,WELL-09,Afam,exponential,none,22,2025-10-01,281.7,404.2,133.0,
9,WELL-09,Afam,exponential,none,23,2025-11-01,269.3,423.8,133.1,
9,WELL-09,Afam,exponential,none,24,2025-12-01,262.7,377.6,135.8,
10,WELL-10,Soku,harmonic,none,1,2024-01-01,670.7,767.6,54.4,
10,WELL-10,Soku,harmonic,none,2,2024-02-01,650.2,778.2,60.4,
10,WELL-10,Soku,harmonic,none,3,2024-03-01,566.6,532.3,59.5,
10,WELL-10,Soku,harmonic,none,4,2024-04-01,560.2,643.6,65.7,
10,WELL-10,Soku,harmonic,none,5,2024-05-01,544.7,548.3,70.8,
10,WELL-10,Soku,harmonic,none,6,2024-06-01,511.0,701.9,73.0,
10,WELL-10,Soku,harmonic,none,7,2024-07-01,488.0,637.8,76.2,
10,WELL-10,Soku,harmonic,none,8,2024-08-01,470.3,498.9,79.7,
10,WELL-10,Soku,harmonic,none,9,2024-09-01,481.8,599.5,88.4,
10,WELL-10,Soku,harmonic,none,10,2024-10-01,434.4,610.0,85.8,
10,WELL-10,Soku,harmonic,none,11,2024-11-01,399.2,569.8,84.7,
10,WELL-10,Soku,harmonic,none,12,2024-12-01,441.9,538.2,100.3,
10,WELL-10,Soku,harmonic,none,13,2025-01-01,385.2,520.2,93.3,
10,WELL-10,Soku,harmonic,none,14,2025-02-01,387.8,495.5,100.0,
10,WELL-10,Soku,harmonic,none,15,2025-03-01,344.4,442.7,94.3,
10,WELL-10,Soku,harmonic,none,16,2025-04-01,330.9,409.5,96.1,
10,WELL-10,Soku,harmonic,none,17,2025-05-01,338.2,429.1,103.9,
10,WELL-10,Soku,harmonic,none,18,2025-06-01,342.4,418.9,111.1,
10,WELL-10,Soku,harmonic,none,19,2025-07-01,346.3,394.0,118.5,
10,WELL-10,Soku,harmonic,none,20,2025-08-01,300.9,475.7,108.5,
10,WELL-10,Soku,harmonic,none,21,2025-09-01,302.0,322.5,114.6,
10,WELL-10,Soku,harmonic,none,22,2025-10-01,297.4,416.3,118.5,
10,WELL-10,Soku,harmonic,none,23,2025-11-01,290.1,350.6,121.4,
10,WELL-10,Soku,harmonic,none,24,2025-12-01,281.5,343.4,123.5,
11,WELL-11,Idama,hyperbolic,none,1,2024-01-01,1107.2,978.5,75.3,
11,WELL-11,Idama,hyperbolic,none,2,2024-02-01,950.6,1157.0,75.6,
11,WELL-11,Idama,hyperbolic,none,3,2024-03-01,842.6,914.9,76.9,
11,WELL-11,Idama,hyperbolic,none,4,2024-04-01,867.8,1102.4,89.7,
11,WELL-11,Idama,hyperbolic,none,5,2024-05-01,837.5,910.1,96.9,
11,WELL-11,Idama,hyperbolic,none,6,2024-06-01,771.4,809.4,98.9,
11,WELL-11,Idama,hyperbolic,none,7,2024-07-01,788.6,943.9,111.3,
11,WELL-11,Idama,hyperbolic,none,8,2024-08-01,763.1,706.0,117.7,
11,WELL-11,Idama,hyperbolic,none,9,2024-09-01,714.1,751.2,119.8,
11,WELL-11,Idama,hyperbolic,none,10,2024-10-01,649.1,694.9,117.8,
11,WELL-11,Idama,hyperbolic,none,11,2024-11-01,676.3,888.7,132.3,
11,WELL-11,Idama,hyperbolic,none,12,2024-12-01,619.7,857.1,130.2,
11,WELL-11,Idama,hyperbolic,none,13,2025-01-01,588.0,797.0,132.3,
11,WELL-11,Idama,hyperbolic,none,14,2025-02-01,587.7,671.1,141.1,
11,WELL-11,Idama,hyperbolic,none,15,2025-03-01,529.8,614.7,135.5,
11,WELL-11,Idama,hyperbolic,none,16,2025-04-01,502.5,690.4,136.5,
11,WELL-11,Idama,hyperbolic,none,17,2025-05-01,541.0,606.3,155.8,
11,WELL-11,Idama,hyperbolic,none,18,2025-06-01,487.5,690.0,148.6,Decline shape shifted: hyperbolic to exponential
11,WELL-11,Idama,hyperbolic,none,19,2025-07-01,489.8,709.9,157.8,
11,WELL-11,Idama,hyperbolic,none,20,2025-08-01,453.1,546.3,154.0,
11,WELL-11,Idama,hyperbolic,none,21,2025-09-01,487.1,611.2,174.4,
11,WELL-11,Idama,hyperbolic,none,22,2025-10-01,440.4,688.7,165.9,
11,WELL-11,Idama,hyperbolic,none,23,2025-11-01,404.6,504.6,160.2,
11,WELL-11,Idama,hyperbolic,none,24,2025-12-01,419.3,499.3,174.3,
12,WELL-12,Ogbainbiri,exponential,none,1,2024-01-01,347.7,353.2,45.4,
12,WELL-12,Ogbainbiri,exponential,none,2,2024-02-01,349.2,448.0,50.1,
12,WELL-12,Ogbainbiri,exponential,none,3,2024-03-01,298.4,318.6,46.7,
12,WELL-12,Ogbainbiri,exponential,none,4,2024-04-01,312.0,374.0,53.1,
12,WELL-12,Ogbainbiri,exponential,none,5,2024-05-01,303.1,300.5,55.8,
12,WELL-12,Ogbainbiri,exponential,none,6,2024-06-01,321.6,331.9,63.7,
12,WELL-12,Ogbainbiri,exponential,none,7,2024-07-01,288.4,406.9,61.3,
12,WELL-12,Ogbainbiri,exponential,none,8,2024-08-01,295.5,317.5,67.3,
12,WELL-12,Ogbainbiri,exponential,none,9,2024-09-01,282.5,340.3,68.6,
12,WELL-12,Ogbainbiri,exponential,none,10,2024-10-01,264.8,369.3,68.5,
12,WELL-12,Ogbainbiri,exponential,none,11,2024-11-01,278.5,395.6,76.5,
12,WELL-12,Ogbainbiri,exponential,none,12,2024-12-01,256.9,346.1,74.8,
12,WELL-12,Ogbainbiri,exponential,none,13,2025-01-01,275.9,329.8,84.9,
12,WELL-12,Ogbainbiri,exponential,none,14,2025-02-01,245.6,277.3,79.9,
12,WELL-12,Ogbainbiri,exponential,none,15,2025-03-01,258.8,298.9,88.8,
12,WELL-12,Ogbainbiri,exponential,none,16,2025-04-01,265.8,370.0,96.0,
12,WELL-12,Ogbainbiri,exponential,none,17,2025-05-01,256.0,371.5,97.3,
12,WELL-12,Ogbainbiri,exponential,none,18,2025-06-01,241.4,322.1,96.4,
12,WELL-12,Ogbainbiri,exponential,none,19,2025-07-01,245.7,287.2,103.0,
12,WELL-12,Ogbainbiri,exponential,none,20,2025-08-01,245.0,270.4,107.7,
12,WELL-12,Ogbainbiri,exponential,none,21,2025-09-01,222.9,360.5,102.7,
12,WELL-12,Ogbainbiri,exponential,none,22,2025-10-01,239.2,359.7,115.4,
12,WELL-12,Ogbainbiri,exponential,none,23,2025-11-01,233.2,255.6,117.7,
12,WELL-12,Ogbainbiri,exponential,none,24,2025-12-01,208.3,251.1,109.9,
13,WELL-13,Ekulama,hyperbolic,workover,1,2024-01-01,820.9,1049.6,59.6,
13,WELL-13,Ekulama,hyperbolic,workover,2,2024-02-01,810.0,901.6,68.2,
13,WELL-13,Ekulama,hyperbolic,workover,3,2024-03-01,758.1,945.2,72.9,
13,WELL-13,Ekulama,hyperbolic,workover,4,2024-04-01,751.1,810.3,81.3,
13,WELL-13,Ekulama,hyperbolic,workover,5,2024-05-01,730.4,937.5,88.2,
13,WELL-13,Ekulama,hyperbolic,workover,6,2024-06-01,665.2,824.2,88.7,
13,WELL-13,Ekulama,hyperbolic,workover,7,2024-07-01,674.2,947.8,98.7,
13,WELL-13,Ekulama,hyperbolic,workover,8,2024-08-01,611.9,757.5,97.7,
13,WELL-13,Ekulama,hyperbolic,workover,9,2024-09-01,576.6,616.9,99.9,
13,WELL-13,Ekulama,hyperbolic,workover,10,2024-10-01,691.7,716.2,129.5,Workover performed - production restored
13,WELL-13,Ekulama,hyperbolic,workover,11,2024-11-01,685.8,811.5,138.2,
13,WELL-13,Ekulama,hyperbolic,workover,12,2024-12-01,626.9,929.4,135.5,
13,WELL-13,Ekulama,hyperbolic,workover,13,2025-01-01,649.9,928.5,150.2,
13,WELL-13,Ekulama,hyperbolic,workover,14,2025-02-01,652.8,695.6,160.8,
13,WELL-13,Ekulama,hyperbolic,workover,15,2025-03-01,575.3,775.0,150.8,
13,WELL-13,Ekulama,hyperbolic,workover,16,2025-04-01,512.8,579.5,142.7,
13,WELL-13,Ekulama,hyperbolic,workover,17,2025-05-01,511.2,704.6,150.7,
13,WELL-13,Ekulama,hyperbolic,workover,18,2025-06-01,492.7,742.3,153.6,
13,WELL-13,Ekulama,hyperbolic,workover,19,2025-07-01,509.8,694.5,167.9,
13,WELL-13,Ekulama,hyperbolic,workover,20,2025-08-01,469.6,547.3,163.0,
13,WELL-13,Ekulama,hyperbolic,workover,21,2025-09-01,448.8,570.8,164.1,
13,WELL-13,Ekulama,hyperbolic,workover,22,2025-10-01,413.8,636.7,159.1,
13,WELL-13,Ekulama,hyperbolic,workover,23,2025-11-01,402.0,608.7,162.4,
13,WELL-13,Ekulama,hyperbolic,workover,24,2025-12-01,405.5,593.8,171.9,
14,WELL-14,Cawthorne Channel,exponential,workover,1,2024-01-01,679.1,645.3,50.1,
14,WELL-14,Cawthorne Channel,exponential,workover,2,2024-02-01,700.6,726.1,59.8,
14,WELL-14,Cawthorne Channel,exponential,workover,3,2024-03-01,692.8,628.7,67.4,
14,WELL-14,Cawthorne Channel,exponential,workover,4,2024-04-01,647.2,778.9,70.9,
14,WELL-14,Cawthorne Channel,exponential,workover,5,2024-05-01,652.2,723.9,79.5,
14,WELL-14,Cawthorne Channel,exponential,workover,6,2024-06-01,614.1,715.9,82.7,
14,WELL-14,Cawthorne Channel,exponential,workover,7,2024-07-01,579.9,732.9,85.7,
